Date,Site_Code,Site_Name,Region,Visitors,Avg_Spend_per_Head_GBP,Weather
2025-10-21,S003,Nova Birmingham Bullring,Birmingham,2633,17.55,Dry
2025-10-21,S004,Nova Bristol Cabot,Bristol,1816,16.67,Dry
2025-10-21,S005,Nova Edinburgh Princes,Edinburgh,1999,14.79,Dry
2025-10-22,S001,Nova London Bridge,London,3606,17.14,Dry
2025-10-22,S002,Nova Manchester Arndale,Manchester,2527,16.4,Dry
2025-10-22,S003,Nova Birmingham Bullring,Birmingham,2944,14.97,Dry
2025-10-22,S004,Nova Bristol Cabot,Bristol,1767,14.36,Dry
2025-10-22,S005,Nova Edinburgh Princes,Edinburgh,2301,18.25,Dry
2025-10-23,S001,Nova London Bridge,London,3355,13.61,Rain
2025-10-23,S002,Nova Manchester Arndale,Manchester,2685,11.28,Dry
2025-10-23,S003,Nova Birmingham Bullring,Birmingham,3134,17.25,Dry
2025-10-23,S004,Nova Bristol Cabot,Bristol,1901,15.08,Dry
2025-10-23,S005,Nova Edinburgh Princes,Edinburgh,2433,13.7,Dry
2025-10-24,S001,Nova London Bridge,London,3991,11.75,Rain
2025-10-24,S002,Nova Manchester Arndale,Manchester,3803,18.75,Sunny
2025-10-24,S003,Nova Birmingham Bullring,Birmingham,3979,18.87,Dry
2025-10-24,S004,Nova Bristol Cabot,Bristol,2663,18.71,Sunny
2025-10-24,S005,Nova Edinburgh Princes,Edinburgh,3070,12.0,Dry
2025-10-25,S001,Nova London Bridge,London,5465,17.22,Dry
2025-10-25,S002,Nova Manchester Arndale,Manchester,4359,13.01,Dry
2025-10-25,S003,Nova Birmingham Bullring,Birmingham,3567,14.73,Rain
2025-10-25,S004,Nova Bristol Cabot,Bristol,3263,17.9,Dry
2025-10-25,S005,Nova Edinburgh Princes,Edinburgh,3531,15.04,Dry
2025-10-26,S001,Nova London Bridge,London,5354,15.35,Dry
2025-10-26,S002,Nova Manchester Arndale,Manchester,3563,16.34,Dry
2025-10-26,S003,Nova Birmingham Bullring,Birmingham,4250,13.64,Dry
2025-10-26,S004,Nova Bristol Cabot,Bristol,2912,16.07,Dry
2025-10-26,S005,Nova Edinburgh Princes,Edinburgh,3065,14.4,Dry
2025-10-27,S001,Nova London Bridge,London,3272,16.01,Dry
2025-10-27,S002,Nova Manchester Arndale,Manchester,2213,13.91,Cold
2025-10-27,S003,Nova Birmingham Bullring,Birmingham,2155,12.14,Rain
2025-10-27,S004,Nova Bristol Cabot,Bristol,2051,14.74,Sunny
2025-10-27,S005,Nova Edinburgh Princes,Edinburgh,1968,15.02,Dry
2025-10-28,S001,Nova London Bridge,London,3180,15.02,Dry
2025-10-28,S002,Nova Manchester Arndale,Manchester,2460,12.59,Dry
2025-10-28,S003,Nova Birmingham Bullring,Birmingham,2535,12.79,Dry
2025-10-28,S004,Nova Bristol Cabot,Bristol,1768,12.98,Dry
2025-10-28,S005,Nova Edinburgh Princes,Edinburgh,2000,15.13,Dry
2025-10-29,S001,Nova London Bridge,London,3388,13.98,Dry
2025-10-29,S002,Nova Manchester Arndale,Manchester,2575,11.08,Dry
2025-10-29,S003,Nova Birmingham Bullring,Birmingham,2547,16.3,Rain
2025-10-29,S004,Nova Bristol Cabot,Bristol,1883,16.34,Dry
2025-10-29,S005,Nova Edinburgh Princes,Edinburgh,2320,16.94,Dry
2025-10-30,S001,Nova London Bridge,London,3168,15.42,Rain
2025-10-30,S002,Nova Manchester Arndale,Manchester,2768,16.15,Dry
2025-10-30,S003,Nova Birmingham Bullring,Birmingham,2902,16.23,Dry
2025-10-30,S004,Nova Bristol Cabot,Bristol,1913,18.42,Cold
2025-10-30,S005,Nova Edinburgh Princes,Edinburgh,2507,11.49,Dry
2025-10-31,S001,Nova London Bridge,London,4072,15.51,Cold
2025-10-31,S002,Nova Manchester Arndale,Manchester,3377,17.23,Dry
2025-10-31,S003,Nova Birmingham Bullring,Birmingham,3735,18.14,Dry
2025-10-31,S004,Nova Bristol Cabot,Bristol,2728,19.36,Sunny
2025-10-31,S005,Nova Edinburgh Princes,Edinburgh,3020,14.64,Dry
2025-11-01,S001,Nova London Bridge,London,6381,17.23,Dry
2025-11-01,S002,Nova Manchester Arndale,Manchester,4822,15.15,Dry
2025-11-01,S003,Nova Birmingham Bullring,Birmingham,4001,14.93,Rain
2025-11-01,S004,Nova Bristol Cabot,Bristol,3678,16.87,Sunny
2025-11-01,S005,Nova Edinburgh Princes,Edinburgh,3846,13.46,Dry
2025-11-02,S001,Nova London Bridge,London,5918,15.46,Sunny
2025-11-02,S002,Nova Manchester Arndale,Manchester,3622,17.39,Rain
2025-11-02,S003,Nova Birmingham Bullring,Birmingham,5178,14.85,Sunny
2025-11-02,S004,Nova Bristol Cabot,Bristol,3626,15.25,Sunny
2025-11-02,S005,Nova Edinburgh Princes,Edinburgh,3934,15.98,Sunny
2025-11-03,S001,Nova London Bridge,London,4327,17.73,Sunny
2025-11-03,S002,Nova Manchester Arndale,Manchester,2217,17.53,Rain
2025-11-03,S003,Nova Birmingham Bullring,Birmingham,3080,11.07,Dry
2025-11-03,S004,Nova Bristol Cabot,Bristol,2204,17.55,Sunny
2025-11-03,S005,Nova Edinburgh Princes,Edinburgh,2290,11.28,Cold
2025-11-04,S001,Nova London Bridge,London,3452,11.19,Dry
2025-11-04,S002,Nova Manchester Arndale,Manchester,2886,15.63,Dry
2025-11-04,S003,Nova Birmingham Bullring,Birmingham,2427,14.97,Rain
2025-11-04,S004,Nova Bristol Cabot,Bristol,2349,12.64,Sunny
2025-11-04,S005,Nova Edinburgh Princes,Edinburgh,2380,17.49,Dry
2025-11-05,S001,Nova London Bridge,London,4271,13.67,Sunny
2025-11-05,S002,Nova Manchester Arndale,Manchester,2780,12.36,Dry
2025-11-05,S003,Nova Birmingham Bullring,Birmingham,2737,15.02,Rain
2025-11-05,S004,Nova Bristol Cabot,Bristol,2005,11.63,Dry
2025-11-05,S005,Nova Edinburgh Princes,Edinburgh,2564,15.31,Dry
2025-11-06,S001,Nova London Bridge,London,4464,14.02,Dry
2025-11-06,S002,Nova Manchester Arndale,Manchester,2948,11.39,Dry
2025-11-06,S003,Nova Birmingham Bullring,Birmingham,3292,15.38,Dry
2025-11-06,S004,Nova Bristol Cabot,Bristol,2033,11.1,Dry
2025-11-06,S005,Nova Edinburgh Princes,Edinburgh,2665,14.27,Dry
2025-11-07,S001,Nova London Bridge,London,4923,18.16,Dry
2025-11-07,S002,Nova Manchester Arndale,Manchester,3723,18.66,Dry
2025-11-07,S003,Nova Birmingham Bullring,Birmingham,3984,12.65,Dry
2025-11-07,S004,Nova Bristol Cabot,Bristol,3000,17.1,Sunny
2025-11-07,S005,Nova Edinburgh Princes,Edinburgh,3073,15.12,Dry
2025-11-08,S001,Nova London Bridge,London,5435,14.51,Cold
2025-11-08,S002,Nova Manchester Arndale,Manchester,4515,15.73,Dry
2025-11-08,S003,Nova Birmingham Bullring,Birmingham,4118,15.84,Rain
2025-11-08,S004,Nova Bristol Cabot,Bristol,3934,16.14,Sunny
2025-11-08,S005,Nova Edinburgh Princes,Edinburgh,4204,14.67,Dry
2025-11-09,S001,Nova London Bridge,London,6156,13.4,Dry
2025-11-09,S002,Nova Manchester Arndale,Manchester,4019,13.81,Dry
2025-11-09,S003,Nova Birmingham Bullring,Birmingham,4325,14.38,Dry
2025-11-09,S004,Nova Bristol Cabot,Bristol,3178,15.96,Dry
2025-11-09,S005,Nova Edinburgh Princes,Edinburgh,3059,12.31,Cold
2025-11-10,S001,Nova London Bridge,London,3480,16.26,Dry
2025-11-10,S002,Nova Manchester Arndale,Manchester,2874,14.96,Dry
2025-11-10,S003,Nova Birmingham Bullring,Birmingham,2919,18.02,Dry
2025-11-10,S004,Nova Bristol Cabot,Bristol,1731,13.04,Rain
2025-11-10,S005,Nova Edinburgh Princes,Edinburgh,2016,15.08,Rain
2025-11-11,S001,Nova London Bridge,London,4149,18.43,Sunny
2025-11-11,S002,Nova Manchester Arndale,Manchester,2820,12.4,Dry
2025-11-11,S003,Nova Birmingham Bullring,Birmingham,3201,11.39,Dry
2025-11-11,S004,Nova Bristol Cabot,Bristol,2112,14.43,Sunny
2025-11-11,S005,Nova Edinburgh Princes,Edinburgh,2148,13.99,Dry
2025-11-12,S001,Nova London Bridge,London,3375,16.89,Cold
2025-11-12,S002,Nova Manchester Arndale,Manchester,3085,13.94,Dry
2025-11-12,S003,Nova Birmingham Bullring,Birmingham,2697,13.32,Rain
2025-11-12,S004,Nova Bristol Cabot,Bristol,2202,13.71,Dry
2025-11-12,S005,Nova Edinburgh Princes,Edinburgh,2592,17.67,Sunny
2025-11-13,S001,Nova London Bridge,London,4376,12.66,Dry
2025-11-13,S002,Nova Manchester Arndale,Manchester,3051,15.71,Dry
2025-11-13,S003,Nova Birmingham Bullring,Birmingham,3757,11.41,Sunny
2025-11-13,S004,Nova Bristol Cabot,Bristol,2402,18.38,Sunny
2025-11-13,S005,Nova Edinburgh Princes,Edinburgh,2732,17.39,Dry
2025-11-14,S001,Nova London Bridge,London,5458,14.92,Dry
2025-11-14,S002,Nova Manchester Arndale,Manchester,4150,13.23,Dry
2025-11-14,S003,Nova Birmingham Bullring,Birmingham,4333,19.17,Dry
2025-11-14,S004,Nova Bristol Cabot,Bristol,2961,13.98,Dry
2025-11-14,S005,Nova Edinburgh Princes,Edinburgh,2995,18.45,Cold
2025-11-15,S001,Nova London Bridge,London,5925,13.05,Dry
2025-11-15,S002,Nova Manchester Arndale,Manchester,4933,17.78,Sunny
2025-11-15,S003,Nova Birmingham Bullring,Birmingham,5368,18.89,Dry
2025-11-15,S004,Nova Bristol Cabot,Bristol,3091,12.53,Dry
2025-11-15,S005,Nova Edinburgh Princes,Edinburgh,3205,17.71,Rain
2025-11-16,S001,Nova London Bridge,London,6108,17.61,Dry
2025-11-16,S002,Nova Manchester Arndale,Manchester,4063,16.69,Dry
2025-11-16,S003,Nova Birmingham Bullring,Birmingham,3996,17.96,Cold
2025-11-16,S004,Nova Bristol Cabot,Bristol,2825,16.65,Dry
2025-11-16,S005,Nova Edinburgh Princes,Edinburgh,3340,15.37,Dry
2025-11-17,S001,Nova London Bridge,London,3521,15.14,Cold
2025-11-17,S002,Nova Manchester Arndale,Manchester,2965,16.92,Dry
2025-11-17,S003,Nova Birmingham Bullring,Birmingham,2650,15.03,Rain
2025-11-17,S004,Nova Bristol Cabot,Bristol,1549,18.34,Rain
2025-11-17,S005,Nova Edinburgh Princes,Edinburgh,2146,16.76,Cold
2025-11-18,S001,Nova London Bridge,London,2979,12.63,Rain
2025-11-18,S002,Nova Manchester Arndale,Manchester,2701,14.86,Cold
2025-11-18,S003,Nova Birmingham Bullring,Birmingham,2636,13.73,Cold
2025-11-18,S004,Nova Bristol Cabot,Bristol,2109,17.81,Dry
2025-11-18,S005,Nova Edinburgh Princes,Edinburgh,2417,11.26,Dry
2025-11-19,S001,Nova London Bridge,London,3863,15.15,Dry
2025-11-19,S002,Nova Manchester Arndale,Manchester,2485,17.81,Rain
2025-11-19,S003,Nova Birmingham Bullring,Birmingham,3135,17.6,Dry
2025-11-19,S004,Nova Bristol Cabot,Bristol,2093,13.46,Dry
2025-11-19,S005,Nova Edinburgh Princes,Edinburgh,2600,11.4,Dry
2025-11-20,S001,Nova London Bridge,London,3333,12.66,Rain
2025-11-20,S002,Nova Manchester Arndale,Manchester,3185,17.04,Dry
2025-11-20,S003,Nova Birmingham Bullring,Birmingham,3413,15.2,Dry
2025-11-20,S004,Nova Bristol Cabot,Bristol,1793,15.66,Rain
2025-11-20,S005,Nova Edinburgh Princes,Edinburgh,3044,15.64,Sunny
2025-11-21,S001,Nova London Bridge,London,4958,13.77,Dry
2025-11-21,S002,Nova Manchester Arndale,Manchester,3918,17.9,Dry
2025-11-21,S003,Nova Birmingham Bullring,Birmingham,4460,16.55,Dry
2025-11-21,S004,Nova Bristol Cabot,Bristol,2600,13.87,Dry
2025-11-21,S005,Nova Edinburgh Princes,Edinburgh,3062,16.25,Dry
2025-11-22,S001,Nova London Bridge,London,6141,15.13,Dry
2025-11-22,S002,Nova Manchester Arndale,Manchester,4097,14.75,Rain
2025-11-22,S003,Nova Birmingham Bullring,Birmingham,5460,18.72,Dry
2025-11-22,S004,Nova Bristol Cabot,Bristol,3368,14.4,Dry
2025-11-22,S005,Nova Edinburgh Princes,Edinburgh,4301,14.17,Sunny
2025-11-23,S001,Nova London Bridge,London,5855,14.69,Dry
2025-11-23,S002,Nova Manchester Arndale,Manchester,4436,14.9,Dry
2025-11-23,S003,Nova Birmingham Bullring,Birmingham,4730,14.32,Dry
2025-11-23,S004,Nova Bristol Cabot,Bristol,2843,13.35,Dry
2025-11-23,S005,Nova Edinburgh Princes,Edinburgh,3408,12.6,Cold
2025-11-24,S001,Nova London Bridge,London,4239,17.26,Sunny
2025-11-24,S002,Nova Manchester Arndale,Manchester,2497,18.29,Cold
2025-11-24,S003,Nova Birmingham Bullring,Birmingham,2942,15.85,Dry
2025-11-24,S004,Nova Bristol Cabot,Bristol,1929,13.34,Dry
2025-11-24,S005,Nova Edinburgh Princes,Edinburgh,2619,12.75,Sunny
2025-11-25,S001,Nova London Bridge,London,3357,18.05,Cold
2025-11-25,S002,Nova Manchester Arndale,Manchester,2878,12.51,Dry
2025-11-25,S003,Nova Birmingham Bullring,Birmingham,2831,12.5,Dry
2025-11-25,S004,Nova Bristol Cabot,Bristol,1868,14.23,Dry
2025-11-25,S005,Nova Edinburgh Princes,Edinburgh,2486,17.73,Dry
2025-11-26,S001,Nova London Bridge,London,3655,14.56,Cold
2025-11-26,S002,Nova Manchester Arndale,Manchester,2676,17.23,Cold
2025-11-26,S003,Nova Birmingham Bullring,Birmingham,3185,16.61,Dry
2025-11-26,S004,Nova Bristol Cabot,Bristol,1949,17.05,Cold
2025-11-26,S005,Nova Edinburgh Princes,Edinburgh,2099,11.57,Rain
2025-11-27,S001,Nova London Bridge,London,4435,15.18,Dry
2025-11-27,S002,Nova Manchester Arndale,Manchester,3378,15.1,Sunny
2025-11-27,S003,Nova Birmingham Bullring,Birmingham,3403,18.11,Dry
2025-11-27,S004,Nova Bristol Cabot,Bristol,2251,11.9,Dry
2025-11-27,S005,Nova Edinburgh Princes,Edinburgh,2697,16.22,Dry
2025-11-28,S001,Nova London Bridge,London,5126,15.71,Dry
2025-11-28,S002,Nova Manchester Arndale,Manchester,3764,18.36,Dry
2025-11-28,S003,Nova Birmingham Bullring,Birmingham,3926,16.08,Cold
2025-11-28,S004,Nova Bristol Cabot,Bristol,2881,14.28,Dry
2025-11-28,S005,Nova Edinburgh Princes,Edinburgh,3268,16.05,Dry
2025-11-29,S001,Nova London Bridge,London,6276,15.54,Dry
2025-11-29,S002,Nova Manchester Arndale,Manchester,4195,12.73,Cold
2025-11-29,S003,Nova Birmingham Bullring,Birmingham,4248,16.25,Rain
2025-11-29,S004,Nova Bristol Cabot,Bristol,2989,16.16,Cold
2025-11-29,S005,Nova Edinburgh Princes,Edinburgh,4168,12.37,Sunny
2025-11-30,S001,Nova London Bridge,London,6435,14.95,Sunny
2025-11-30,S002,Nova Manchester Arndale,Manchester,4062,12.08,Dry
2025-11-30,S003,Nova Birmingham Bullring,Birmingham,4843,16.83,Dry
2025-11-30,S004,Nova Bristol Cabot,Bristol,2593,16.81,Rain
2025-11-30,S005,Nova Edinburgh Princes,Edinburgh,3479,13.95,Cold
2025-12-01,S001,Nova London Bridge,London,5397,14.69,Dry
2025-12-01,S002,Nova Manchester Arndale,Manchester,4358,11.15,Sunny
2025-12-01,S003,Nova Birmingham Bullring,Birmingham,3969,11.72,Dry
2025-12-01,S004,Nova Bristol Cabot,Bristol,2690,13.85,Dry
2025-12-01,S005,Nova Edinburgh Princes,Edinburgh,3739,13.63,Sunny
2025-12-02,S001,Nova London Bridge,London,4748,14.19,Dry
2025-12-02,S002,Nova Manchester Arndale,Manchester,3979,16.43,Sunny
2025-12-02,S003,Nova Birmingham Bullring,Birmingham,3194,15.72,Rain
2025-12-02,S004,Nova Bristol Cabot,Bristol,2415,11.04,Dry
2025-12-02,S005,Nova Edinburgh Princes,Edinburgh,2486,15.82,Rain
2025-12-03,S001,Nova London Bridge,London,5121,13.59,Dry
2025-12-03,S002,Nova Manchester Arndale,Manchester,3817,13.1,Dry
2025-12-03,S003,Nova Birmingham Bullring,Birmingham,4914,13.45,Sunny
2025-12-03,S004,Nova Bristol Cabot,Bristol,2790,17.43,Dry
2025-12-03,S005,Nova Edinburgh Princes,Edinburgh,3032,17.54,Dry
2025-12-04,S001,Nova London Bridge,London,5051,16.45,Cold
2025-12-04,S002,Nova Manchester Arndale,Manchester,4134,15.01,Dry
2025-12-04,S003,Nova Birmingham Bullring,Birmingham,4173,17.64,Cold
2025-12-04,S004,Nova Bristol Cabot,Bristol,2945,14.97,Dry
2025-12-04,S005,Nova Edinburgh Princes,Edinburgh,4005,18.34,Sunny
2025-12-05,S001,Nova London Bridge,London,6517,16.23,Dry
2025-12-05,S002,Nova Manchester Arndale,Manchester,4563,17.75,Rain
2025-12-05,S003,Nova Birmingham Bullring,Birmingham,5607,13.52,Dry
2025-12-05,S004,Nova Bristol Cabot,Bristol,2798,11.6,Rain
2025-12-05,S005,Nova Edinburgh Princes,Edinburgh,4201,17.17,Dry
2025-12-06,S001,Nova London Bridge,London,7114,11.92,Rain
2025-12-06,S002,Nova Manchester Arndale,Manchester,5171,13.37,Rain
2025-12-06,S003,Nova Birmingham Bullring,Birmingham,5367,16.58,Rain
2025-12-06,S004,Nova Bristol Cabot,Bristol,4619,12.64,Dry
2025-12-06,S005,Nova Edinburgh Princes,Edinburgh,5611,13.18,Sunny
2025-12-07,S001,Nova London Bridge,London,8050,16.38,Dry
2025-12-07,S002,Nova Manchester Arndale,Manchester,5426,13.18,Dry
2025-12-07,S003,Nova Birmingham Bullring,Birmingham,6803,11.9,Sunny
2025-12-07,S004,Nova Bristol Cabot,Bristol,3850,13.39,Dry
2025-12-07,S005,Nova Edinburgh Princes,Edinburgh,4592,12.84,Cold
2025-12-08,S001,Nova London Bridge,London,5123,13.75,Dry
2025-12-08,S002,Nova Manchester Arndale,Manchester,3424,16.95,Dry
2025-12-08,S003,Nova Birmingham Bullring,Birmingham,4279,18.21,Dry
2025-12-08,S004,Nova Bristol Cabot,Bristol,2780,16.77,Dry
2025-12-08,S005,Nova Edinburgh Princes,Edinburgh,2894,16.08,Dry
2025-12-09,S001,Nova London Bridge,London,5089,14.26,Dry
2025-12-09,S002,Nova Manchester Arndale,Manchester,2811,13.85,Rain
2025-12-09,S003,Nova Birmingham Bullring,Birmingham,3065,15.21,Rain
2025-12-09,S004,Nova Bristol Cabot,Bristol,2474,12.91,Dry
2025-12-09,S005,Nova Edinburgh Princes,Edinburgh,2461,12.94,Rain
2025-12-10,S001,Nova London Bridge,London,4965,17.39,Dry
2025-12-10,S002,Nova Manchester Arndale,Manchester,3760,15.56,Cold
2025-12-10,S003,Nova Birmingham Bullring,Birmingham,4952,14.26,Sunny
2025-12-10,S004,Nova Bristol Cabot,Bristol,2868,18.3,Dry
2025-12-10,S005,Nova Edinburgh Princes,Edinburgh,3467,13.71,Sunny
2025-12-11,S001,Nova London Bridge,London,5407,14.21,Cold
2025-12-11,S002,Nova Manchester Arndale,Manchester,3179,16.64,Rain
2025-12-11,S003,Nova Birmingham Bullring,Birmingham,4292,12.42,Dry
2025-12-11,S004,Nova Bristol Cabot,Bristol,2631,14.47,Cold
2025-12-11,S005,Nova Edinburgh Princes,Edinburgh,3679,15.85,Sunny
2025-12-12,S001,Nova London Bridge,London,7138,14.44,Dry
2025-12-12,S002,Nova Manchester Arndale,Manchester,5893,12.78,Sunny
2025-12-12,S003,Nova Birmingham Bullring,Birmingham,4670,18.38,Rain
2025-12-12,S004,Nova Bristol Cabot,Bristol,3753,16.45,Dry
2025-12-12,S005,Nova Edinburgh Princes,Edinburgh,4296,14.03,Dry
2025-12-13,S001,Nova London Bridge,London,8278,17.93,Cold
2025-12-13,S002,Nova Manchester Arndale,Manchester,6411,14.17,Dry
2025-12-13,S003,Nova Birmingham Bullring,Birmingham,6941,14.92,Dry
2025-12-13,S004,Nova Bristol Cabot,Bristol,4356,15.13,Dry
2025-12-13,S005,Nova Edinburgh Princes,Edinburgh,5038,12.17,Cold
2025-12-14,S001,Nova London Bridge,London,5838,13.32,Rain
2025-12-14,S002,Nova Manchester Arndale,Manchester,5822,15.61,Dry
2025-12-14,S003,Nova Birmingham Bullring,Birmingham,5901,17.67,Dry
2025-12-14,S004,Nova Bristol Cabot,Bristol,3798,13.92,Dry
2025-12-14,S005,Nova Edinburgh Princes,Edinburgh,4515,17.79,Dry
2025-12-15,S001,Nova London Bridge,London,4800,13.49,Cold
2025-12-15,S002,Nova Manchester Arndale,Manchester,3564,14.8,Dry
2025-12-15,S003,Nova Birmingham Bullring,Birmingham,3871,14.19,Dry
2025-12-15,S004,Nova Bristol Cabot,Bristol,2492,16.2,Dry
2025-12-15,S005,Nova Edinburgh Princes,Edinburgh,3030,13.15,Dry
2025-12-16,S001,Nova London Bridge,London,4332,18.04,Rain
2025-12-16,S002,Nova Manchester Arndale,Manchester,3943,13.55,Dry
2025-12-16,S003,Nova Birmingham Bullring,Birmingham,4424,14.68,Sunny
2025-12-16,S004,Nova Bristol Cabot,Bristol,2528,13.85,Dry
2025-12-16,S005,Nova Edinburgh Princes,Edinburgh,3199,16.9,Sunny
2025-12-17,S001,Nova London Bridge,London,6139,15.8,Sunny
2025-12-17,S002,Nova Manchester Arndale,Manchester,4052,12.14,Dry
2025-12-17,S003,Nova Birmingham Bullring,Birmingham,4263,18.22,Dry
2025-12-17,S004,Nova Bristol Cabot,Bristol,2692,17.69,Dry
2025-12-17,S005,Nova Edinburgh Princes,Edinburgh,2491,17.83,Rain
2025-12-18,S001,Nova London Bridge,London,4370,11.15,Rain
2025-12-18,S002,Nova Manchester Arndale,Manchester,3551,12.05,Cold
2025-12-18,S003,Nova Birmingham Bullring,Birmingham,4855,11.8,Dry
2025-12-18,S004,Nova Bristol Cabot,Bristol,2519,15.47,Rain
2025-12-18,S005,Nova Edinburgh Princes,Edinburgh,3024,15.17,Cold
2025-12-19,S001,Nova London Bridge,London,7395,19.24,Sunny
2025-12-19,S002,Nova Manchester Arndale,Manchester,5748,13.37,Sunny
2025-12-19,S003,Nova Birmingham Bullring,Birmingham,4866,17.43,Rain
2025-12-19,S004,Nova Bristol Cabot,Bristol,2916,13.15,Rain
2025-12-19,S005,Nova Edinburgh Princes,Edinburgh,4253,11.84,Dry
2025-12-20,S001,Nova London Bridge,London,8982,14.64,Dry
2025-12-20,S002,Nova Manchester Arndale,Manchester,6233,15.88,Dry
2025-12-20,S003,Nova Birmingham Bullring,Birmingham,7195,19.11,Dry
2025-12-20,S004,Nova Bristol Cabot,Bristol,4565,17.55,Dry
2025-12-20,S005,Nova Edinburgh Princes,Edinburgh,4105,15.78,Rain
2025-12-21,S001,Nova London Bridge,London,7489,17.11,Cold
2025-12-21,S002,Nova Manchester Arndale,Manchester,5495,17.8,Dry
2025-12-21,S003,Nova Birmingham Bullring,Birmingham,6366,13.19,Dry
2025-12-21,S004,Nova Bristol Cabot,Bristol,4210,15.98,Dry
2025-12-21,S005,Nova Edinburgh Princes,Edinburgh,4029,18.47,Cold
2025-12-22,S001,Nova London Bridge,London,4664,14.41,Dry
2025-12-22,S002,Nova Manchester Arndale,Manchester,3504,11.75,Cold
2025-12-22,S003,Nova Birmingham Bullring,Birmingham,3626,14.41,Cold
2025-12-22,S004,Nova Bristol Cabot,Bristol,2959,14.52,Sunny
2025-12-22,S005,Nova Edinburgh Princes,Edinburgh,2926,13.86,Dry
2025-12-23,S001,Nova London Bridge,London,5937,13.47,Sunny
2025-12-23,S002,Nova Manchester Arndale,Manchester,3658,15.37,Cold
2025-12-23,S003,Nova Birmingham Bullring,Birmingham,3377,15.62,Rain
2025-12-23,S004,Nova Bristol Cabot,Bristol,2662,11.59,Dry
2025-12-23,S005,Nova Edinburgh Princes,Edinburgh,2852,16.22,Dry
2025-12-24,S001,Nova London Bridge,London,9060,18.43,Dry
2025-12-24,S002,Nova Manchester Arndale,Manchester,6356,12.63,Dry
2025-12-24,S003,Nova Birmingham Bullring,Birmingham,6424,15.27,Dry
2025-12-24,S004,Nova Bristol Cabot,Bristol,4709,15.71,Dry
2025-12-24,S005,Nova Edinburgh Princes,Edinburgh,5184,17.83,Cold
2025-12-25,S001,Nova London Bridge,London,0,12.3,Dry
2025-12-25,S002,Nova Manchester Arndale,Manchester,0,16.22,Sunny
2025-12-25,S003,Nova Birmingham Bullring,Birmingham,0,11.68,Rain
2025-12-25,S004,Nova Bristol Cabot,Bristol,0,17.85,Dry
2025-12-25,S005,Nova Edinburgh Princes,Edinburgh,0,12.63,Dry
2025-12-26,S001,Nova London Bridge,London,12549,14.17,Sunny
2025-12-26,S002,Nova Manchester Arndale,Manchester,8131,11.82,Cold
2025-12-26,S003,Nova Birmingham Bullring,Birmingham,9599,16.31,Dry
2025-12-26,S004,Nova Bristol Cabot,Bristol,5851,14.96,Dry
2025-12-26,S005,Nova Edinburgh Princes,Edinburgh,7868,17.96,Sunny
2025-12-27,S001,Nova London Bridge,London,13136,12.1,Dry
2025-12-27,S002,Nova Manchester Arndale,Manchester,10735,12.02,Dry
2025-12-27,S003,Nova Birmingham Bullring,Birmingham,10875,18.35,Dry
2025-12-27,S004,Nova Bristol Cabot,Bristol,6922,16.4,Dry
2025-12-27,S005,Nova Edinburgh Princes,Edinburgh,8048,16.38,Dry
2025-12-28,S001,Nova London Bridge,London,11963,17.77,Dry
2025-12-28,S002,Nova Manchester Arndale,Manchester,8417,14.23,Dry
2025-12-28,S003,Nova Birmingham Bullring,Birmingham,9213,11.91,Dry
2025-12-28,S004,Nova Bristol Cabot,Bristol,5474,16.76,Cold
2025-12-28,S005,Nova Edinburgh Princes,Edinburgh,6040,14.81,Rain
2025-12-29,S001,Nova London Bridge,London,8162,18.42,Dry
2025-12-29,S002,Nova Manchester Arndale,Manchester,5947,15.57,Dry
2025-12-29,S003,Nova Birmingham Bullring,Birmingham,6979,17.51,Dry
2025-12-29,S004,Nova Bristol Cabot,Bristol,3703,12.21,Cold
2025-12-29,S005,Nova Edinburgh Princes,Edinburgh,4103,16.77,Rain
2025-12-30,S001,Nova London Bridge,London,6887,13.59,Cold
2025-12-30,S002,Nova Manchester Arndale,Manchester,7068,14.25,Sunny
2025-12-30,S003,Nova Birmingham Bullring,Birmingham,6621,16.71,Dry
2025-12-30,S004,Nova Bristol Cabot,Bristol,4453,11.81,Dry
2025-12-30,S005,Nova Edinburgh Princes,Edinburgh,3911,15.9,Rain
2025-12-31,S001,Nova London Bridge,London,6136,16.46,Sunny
2025-12-31,S002,Nova Manchester Arndale,Manchester,3665,11.93,Dry
2025-12-31,S003,Nova Birmingham Bullring,Birmingham,4986,13.19,Sunny
2025-12-31,S004,Nova Bristol Cabot,Bristol,2576,13.61,Dry
2025-12-31,S005,Nova Edinburgh Princes,Edinburgh,3382,16.06,Dry
2026-01-01,S001,Nova London Bridge,London,976,12.21,Dry
2026-01-01,S002,Nova Manchester Arndale,Manchester,736,12.64,Dry
2026-01-01,S003,Nova Birmingham Bullring,Birmingham,764,12.37,Dry
2026-01-01,S004,Nova Bristol Cabot,Bristol,514,12.02,Dry
2026-01-01,S005,Nova Edinburgh Princes,Edinburgh,646,16.25,Dry
2026-01-02,S001,Nova London Bridge,London,4046,14.23,Dry
2026-01-02,S002,Nova Manchester Arndale,Manchester,3261,11.65,Dry
2026-01-02,S003,Nova Birmingham Bullring,Birmingham,3051,15.78,Cold
2026-01-02,S004,Nova Bristol Cabot,Bristol,1768,16.5,Rain
